"","OperatorName","PlantName","PlantState","County","OperatorID","PlantID","GeneratorID","UniqueID","NetGeneration2018","NameplateCapacityMW","Technology","EnergySource1","Status","OperatingMonth","OperatingYear","PlannedRetirementMonth","PlannedRetirementYear","CapacityFactor"
"1889","Colorado Energy Management","Brush Generation Facility","CO","Morgan",55307,10682,"GT3","55307 10682 GT3",20156,37,"Natural Gas Fired Combined Cycle","NG","OP",1,1994,NA,NA,6.21868443786252
"1890","Colorado Energy Management","Brush Generation Facility","CO","Morgan",55307,10682,"GT4","55307 10682 GT4",16535,23.8,"Natural Gas Fired Combined Cycle","NG","OP",6,1999,NA,NA,7.93091209086374
"1891","Colorado Energy Management","Brush Generation Facility","CO","Morgan",55307,10682,"GT5","55307 10682 GT5",15635,23.8,"Natural Gas Fired Combined Cycle","NG","OP",6,1999,NA,NA,7.49923256974022
"1892","Colorado Energy Management","Brush Generation Facility","CO","Morgan",55307,10682,"ST1","55307 10682 ST1",8579,38,"Natural Gas Fired Combined Cycle","NG","OP",10,1990,NA,NA,2.57720499879837
"1893","Colorado Energy Management","Brush Generation Facility","CO","Morgan",55307,10682,"ST2","55307 10682 ST2",14792,37,"Natural Gas Fired Combined Cycle","NG","OP",1,1994,NA,NA,4.5637418240158
"1894","Colorado Energy Management","Brush Generation Facility","CO","Morgan",55307,10682,"ST4","55307 10682 ST4",39040,90,"Natural Gas Fired Combined Cycle","NG","OP",9,2002,NA,NA,4.95180111618468
"1895","Searles Valley Minerals Operations Inc.","Argus Cogen Plant","CA","San Bernardino",49968,10684,"TG5","49968 10684 TG5",1542,7.5,"Conventional Steam Coal","RC","SB",12,1947,NA,NA,2.34703196347032
"1907","MFGR LLC","Red Shield Envir Old Town Facility","ME","Penobscot",56448,10700,"TG4","56448 10700 TG4",0,12.5,"Wood/Wood Waste Biomass","BLQ","OS",7,1965,NA,NA,0
"1908","MFGR LLC","Red Shield Envir Old Town Facility","ME","Penobscot",56448,10700,"TG6","56448 10700 TG6",0,16,"Wood/Wood Waste Biomass","WDS","OS",12,1987,NA,NA,0
"1909","Selkirk Cogen Partners LP","Selkirk Cogen","NY","Albany",16909,10725,"GEN1","16909 10725 GEN1",22200,95.2,"Natural Gas Fired Combined Cycle","NG","OP",4,1992,NA,NA,2.66202371359503
"1912","Selkirk Cogen Partners LP","Selkirk Cogen","NY","Albany",16909,10725,"GEN5","16909 10725 GEN5",107078,148.4,"Natural Gas Fired Combined Cycle","NG","OP",4,1994,NA,NA,8.23687060763825
"1914","Masspower","Masspower","MA","Hampden",11741,10726,"GEN2","11741 10726 GEN2",0,90,"Natural Gas Fired Combined Cycle","NG","OP",7,1993,NA,NA,0
"1916","Hoge Lumber Co","Hoge Lumber","OH","Auglaize",8696,10739,"AC3M","8696 10739 AC3M",2425,3,"Wood/Wood Waste Biomass","WDS","OP",12,1985,NA,NA,9.22754946727549
"1926","Midland Cogeneration Venture","Midland Cogeneration Venture","MI","Midland",12492,10745,"ST2","12492 10745 ST2",0,380,"Natural Gas Fired Combined Cycle","NG","SB",9,1990,NA,NA,0
"1936","Tri-State G & T Assn, Inc","Rifle Generating Station","CO","Garfield",30151,10755,"GT2","30151 10755 GT2",1438,15,"Natural Gas Fired Combined Cycle","NG","OP",8,1987,NA,NA,1.09436834094368
"1937","Tri-State G & T Assn, Inc","Rifle Generating Station","CO","Garfield",30151,10755,"GT3","30151 10755 GT3",1201,15,"Natural Gas Fired Combined Cycle","NG","OP",8,1987,NA,NA,0.91400304414003
"1938","Tri-State G & T Assn, Inc","Rifle Generating Station","CO","Garfield",30151,10755,"GT4","30151 10755 GT4",1586,15,"Natural Gas Fired Combined Cycle","NG","OP",8,1987,NA,NA,1.20700152207002
"1939","Tri-State G & T Assn, Inc","Rifle Generating Station","CO","Garfield",30151,10755,"ST1","30151 10755 ST1",2931,39,"Natural Gas Fired Combined Cycle","NG","OP",8,1987,NA,NA,0.857920618194591
"1942","Nevada Power Co","Las Vegas Generating Station","NV","Clark",13407,10761,"GEN3","13407 10761 GEN3",52955,60.5,"Natural Gas Fired Combined Cycle","NG","OP",1,2003,NA,NA,9.9918864862825
"1943","Nevada Power Co","Las Vegas Generating Station","NV","Clark",13407,10761,"GEN4","13407 10761 GEN4",52126,60.5,"Natural Gas Fired Combined Cycle","NG","OP",1,2003,NA,NA,9.83546548926375
"1948","Blue Lake Power LLC","Blue Lake Power LLC","CA","Humboldt",56120,10764,"GEN1","56120 10764 GEN1",0,13.8,"Wood/Wood Waste Biomass","WDS","OS",7,1985,NA,NA,0
"1962","Invista","Camden South Carolina","SC","Kershaw",50006,10795,"GEN1","50006 10795 GEN1",2304,5.5,"Natural Gas Steam Turbine","NG","OP",1,1952,12,2020,4.78206724782067
"1963","Invista","Camden South Carolina","SC","Kershaw",50006,10795,"GEN3","50006 10795 GEN3",0,19,"Natural Gas Steam Turbine","NG","OP",7,1993,NA,NA,0
"1978","Covanta Mendota LP","Covanta Mendota","CA","Fresno",55989,10837,"GEN1","55989 10837 GEN1",0,28,"Wood/Wood Waste Biomass","WDS","OS",7,1989,NA,NA,0
"1981","Covanta Delano Inc","Covanta Delano Energy","CA","Kern",56099,10840,"GEN1","56099 10840 GEN1",0,31.8,"Wood/Wood Waste Biomass","WDS","OS",6,1990,NA,NA,0
"1982","Covanta Delano Inc","Covanta Delano Energy","CA","Kern",56099,10840,"GEN2","56099 10840 GEN2",0,25.2,"Wood/Wood Waste Biomass","WDS","OS",7,1993,NA,NA,0
"1985","Cargill Inc North America Sweetners","Cargill Corn Milling Division","IA","Monroe",3106,10855,"GEN1","3106 10855 GEN1",82,20,"Natural Gas Steam Turbine","NG","SB",12,1952,NA,NA,0.0468036529680365
"2007","Biomass One LP","Biomass One LP","OR","Jackson",1745,10869,"BBC","1745 10869 BBC",0,10,"Wood/Wood Waste Biomass","WDS","SB",12,1985,NA,NA,0
"2011","Pittsfield Generating Company, LP","Pittsfield Generating LP","MA","Berkshire",15114,50002,"GEN1","15114 50002 GEN1",25807,40.7,"Natural Gas Fired Combined Cycle","NG","OP",7,1990,NA,NA,7.23834045751854
"2012","Pittsfield Generating Company, LP","Pittsfield Generating LP","MA","Berkshire",15114,50002,"GEN2","15114 50002 GEN2",28040,40.7,"Natural Gas Fired Combined Cycle","NG","OP",7,1990,NA,NA,7.86465170026814
"2013","Pittsfield Generating Company, LP","Pittsfield Generating LP","MA","Berkshire",15114,50002,"GEN3","15114 50002 GEN3",28009,40.7,"Natural Gas Fired Combined Cycle","NG","OP",7,1990,NA,NA,7.85595682855957
"2014","Pittsfield Generating Company, LP","Pittsfield Generating LP","MA","Berkshire",15114,50002,"GEN4","15114 50002 GEN4",36099,53.4,"Natural Gas Fired Combined Cycle","NG","OP",7,1990,NA,NA,7.71702324149607
"2036","Mendocino Forest Products","Humboldt Sawmill Company","CA","Humboldt",60153,50049,"GEN3","60153 50049 GEN3",0,7.5,"Wood/Wood Waste Biomass","WDS","OP",1,1938,NA,NA,0
"2061","Sierra Pacific Industries Inc","Sierra Pacific Quincy Facility","CA","Plumas",17164,50112,"GEN3","17164 50112 GEN3",226,35.2,"Wood/Wood Waste Biomass","WDS","OP",5,2018,NA,NA,0.0732928601079286
"2062","University of Texas at Austin","Hal C Weaver Power Plant","TX","Travis",19537,50118,"GEN4","19537 50118 GEN4",2078,7.6,"Natural Gas Fired Combined Cycle","NG","OP",10,1951,NA,NA,3.12124489305455
"2063","University of Texas at Austin","Hal C Weaver Power Plant","TX","Travis",19537,50118,"GEN5","19537 50118 GEN5",651,6,"Natural Gas Fired Combined Cycle","NG","OP",9,1959,NA,NA,1.23858447488584
"2070","Signal Hill Generating LLC","Signal Hill Generating LLC","TX","Wichita",54777,50127,"GTA","54777 50127 GTA",5126,20,"Natural Gas Fired Combined Cycle","NG","OP",6,1987,NA,NA,2.92579908675799
"2071","Signal Hill Generating LLC","Signal Hill Generating LLC","TX","Wichita",54777,50127,"GTB","54777 50127 GTB",5073,20,"Natural Gas Fired Combined Cycle","NG","OP",6,1987,NA,NA,2.89554794520548
"2072","Signal Hill Generating LLC","Signal Hill Generating LLC","TX","Wichita",54777,50127,"GTC","54777 50127 GTC",4662,20,"Natural Gas Fired Combined Cycle","NG","OP",6,1987,NA,NA,2.66095890410959
"2073","Signal Hill Generating LLC","Signal Hill Generating LLC","TX","Wichita",54777,50127,"STD","54777 50127 STD",3695,20,"Natural Gas Fired Combined Cycle","NG","OP",6,1987,NA,NA,2.10901826484018
"2075","Imperial Savannah LP","Imperial Savannah LP","GA","Chatham",27131,50146,"GENA","27131 50146 GENA",1686,2.7,"Natural Gas Steam Turbine","NG","OP",3,1948,NA,NA,7.12836123795028
"2079","Praxair Inc","Praxair Wilmington","CA","Los Angeles",15320,50148,"GEN1","15320 50148 GEN1",0,25,"Natural Gas Fired Combined Cycle","NG","SB",12,1988,NA,NA,0
"2080","Praxair Inc","Praxair Wilmington","CA","Los Angeles",15320,50148,"GEN2","15320 50148 GEN2",0,6,"Natural Gas Fired Combined Cycle","NG","SB",12,1988,NA,NA,0
"2095","International Paper Columbus Mill","Columbus MS","MS","Lowndes",20492,50184,"TG4","20492 50184 TG4",1901,4,"Wood/Wood Waste Biomass","BLQ","SB",8,1987,NA,NA,5.42522831050228
"2103","Domtar Paper Company LLC","Domtar Paper Co LLC Plymouth NC","NC","Martin",55903,50189,"TG7","55903 50189 TG7",0,7.5,"Wood/Wood Waste Biomass","BLQ","OS",9,1952,NA,NA,0
"2107","International Paper Corporation - Springfield","IP Springfield Oregon","OR","Lane",56289,50191,"TG1","56289 50191 TG1",0,7.5,"Wood/Wood Waste Biomass","BLQ","OS",1,1949,NA,NA,0
"2108","International Paper Corporation - Springfield","IP Springfield Oregon","OR","Lane",56289,50191,"TG2","56289 50191 TG2",0,5,"Wood/Wood Waste Biomass","BLQ","OS",1,1949,NA,NA,0
"2109","International Paper Corporation - Springfield","IP Springfield Oregon","OR","Lane",56289,50191,"TG3","56289 50191 TG3",0,12.5,"Wood/Wood Waste Biomass","BLQ","OS",1,1953,NA,NA,0
"2123","Robbins Lumber Inc","Robbins Lumber","ME","Waldo",16191,50230,"WEST","16191 50230 WEST",0,1.2,"Wood/Wood Waste Biomass","WDS","OS",1,1981,NA,NA,0
"2124","SDS Lumber Co","SDS Lumber Gorge Energy Division","WA","Klickitat",22803,50231,"TG2","22803 50231 TG2",0,5,"Wood/Wood Waste Biomass","WDS","SB",7,1985,NA,NA,0
"2125","SDS Lumber Co","SDS Lumber Gorge Energy Division","WA","Klickitat",22803,50231,"TG3","22803 50231 TG3",0,5,"Wood/Wood Waste Biomass","WDS","OP",7,2002,NA,NA,0
"2157","Lafarge Corp","Alpena Cement Plant","MI","Alpena",40430,50305,"GE10","40430 50305 GE10",0,3.2,"Petroleum Coke","PC","OP",2,1999,NA,NA,0
"2162","University of Oklahoma","University of Oklahoma","OK","Cleveland",19533,50307,"GEN1","19533 50307 GEN1",14,7.5,"Natural Gas Steam Turbine","NG","OP",9,1964,NA,NA,0.0213089802130898
"2163","University of Oklahoma","University of Oklahoma","OK","Cleveland",19533,50307,"GEN2","19533 50307 GEN2",1,2.5,"Natural Gas Steam Turbine","NG","OP",1,2001,NA,NA,0.0045662100456621
"2164","University of Oklahoma","University of Oklahoma","OK","Cleveland",19533,50307,"GEN3","19533 50307 GEN3",0,2.5,"Natural Gas Steam Turbine","NG","OP",8,1949,NA,NA,0
"2165","University of Oklahoma","University of Oklahoma","OK","Cleveland",19533,50307,"GEN4","19533 50307 GEN4",0,4.3,"Natural Gas Steam Turbine","NG","OP",1,1985,NA,NA,0
"2166","Doyon Utilities - Ft. Wainwright","Utility Plants Section","AK","Fairbanks North Star",56389,50308,"GEN1","56389 50308 GEN1",0,5,"Conventional Steam Coal","SUB","OS",1,1955,NA,NA,0
"2171","Nalco Co","Nalco","IL","DuPage",14293,50326,"AT1","14293 50326 AT1",1800,4,"Natural Gas Fired Combined Cycle","NG","OP",11,1985,NA,NA,5.13698630136986
"2172","Nalco Co","Nalco","IL","DuPage",14293,50326,"DPOX","14293 50326 DPOX",0,0.7,"Natural Gas Fired Combined Cycle","NG","OP",11,1985,NA,NA,0
"2176","University of Notre Dame","University of Notre Dame","IN","St Joseph",19564,50366,"GEN2","19564 50366 GEN2",1049,1.7,"Natural Gas Steam Turbine","NG","OP",7,1952,NA,NA,7.04405049691109
"2182","Cornell University","Cornell University Central Heat","NY","Tompkins",21508,50368,"TG1","21508 50368 TG1",743,1.8,"Natural Gas Fired Combined Cycle","NG","OP",7,1988,NA,NA,4.71207508878742
"2187","U S Air Force-Eielson AFB","Eielson AFB Central Heat & Power Plant","AK","Fairbanks North Star",22199,50392,"TG1","22199 50392 TG1",0,2.5,"Conventional Steam Coal","SUB","OP",10,1952,NA,NA,0
"2188","U S Air Force-Eielson AFB","Eielson AFB Central Heat & Power Plant","AK","Fairbanks North Star",22199,50392,"TG2","22199 50392 TG2",318,2.5,"Conventional Steam Coal","SUB","OP",10,1952,NA,NA,1.45205479452055
"2199","Roseburg Forest Products Co","Dillard Complex","OR","Douglas",16294,50396,"GEN5","16294 50396 GEN5",8233,11.5,"Wood/Wood Waste Biomass","WDS","OP",1,1955,NA,NA,8.17252332737741
"2200","Roseburg Forest Products Co","Dillard Complex","OR","Douglas",16294,50396,"GEN6","16294 50396 GEN6",0,11.5,"Wood/Wood Waste Biomass","WDS","OS",1,1955,NA,NA,0
"2212","DTE Energy Services","Mobile Energy Services LLC","AL","Mobile",34672,50407,"GEN6","34672 50407 GEN6",0,35.7,"Natural Gas Steam Turbine","NG","OS",7,1985,9,2019,0
"2218","University of Michigan","University of Michigan","MI","Washtenaw",19588,50431,"TG7","19588 50431 TG7",0,12.5,"Natural Gas Fired Combined Cycle","NG","OS",1,1975,NA,NA,0
"2229","Indeck-Yerkes Ltd Partnership","Indeck Yerkes Energy Center","NY","Erie",9243,50451,"GEN2","9243 50451 GEN2",15091,19.3,"Natural Gas Fired Combined Cycle","NG","OP",12,1989,NA,NA,8.9259942744931
"2230","Procter & Gamble Co","Procter & Gamble Cincinnati Plant","OH","Hamilton",15400,50456,"GEN1","15400 50456 GEN1",5101,12.5,"Natural Gas Steam Turbine","NG","OP",11,1965,NA,NA,4.65844748858447
"2233","Procter & Gamble Ppr Prdts Co","Procter & Gamble Mehoopany Mill","PA","Wyoming",15394,50463,"GEN2","15394 50463 GEN2",1510,2.6,"Natural Gas Steam Turbine","NG","OA",10,1984,NA,NA,6.62978573937478
"2272","Westlake Chemical Natrium Plant","Axiall Natrium Plant","WV","Marshall",60586,50491,"GEN4","60586 50491 GEN4",0,7.5,"Natural Gas Steam Turbine","NG","OP",1,1943,NA,NA,0
"2280","Capitol District Energy Center","Capitol District Energy Center","CT","Hartford",2956,50498,"STG","2956 50498 STG",16663,30.7,"Natural Gas Fired Combined Cycle","NG","OP",10,1988,NA,NA,6.1959900644029
"2281","Tesoro Refining and Marketing Company","Equilon Los Angeles Refining","CA","Los Angeles",55985,50530,"GEN3","55985 50530 GEN3",14508,23,"Other Gases","OG","OA",4,1991,NA,NA,7.20071471113758
"2282","Harbor Cogeneration Co.","Harbor Cogen","CA","Los Angeles",8303,50541,"ST1","8303 50541 ST1",0,13.6,"Natural Gas Fired Combined Cycle","NG","OA",6,2001,NA,NA,0
"2283","Harbor Cogeneration Co.","Harbor Cogen","CA","Los Angeles",8303,50541,"ST2","8303 50541 ST2",0,11.5,"Natural Gas Fired Combined Cycle","NG","OA",6,2001,NA,NA,0
"2284","Harbor Cogeneration Co.","Harbor Cogen","CA","Los Angeles",8303,50541,"GEN1","8303 50541 GEN1",0,82.3,"Natural Gas Fired Combined Cycle","NG","OA",12,1988,NA,NA,0
"2286","Virginia Electric & Power Co","Rosemary Power Station","NC","Halifax",19876,50555,"GEN1","19876 50555 GEN1",0,86,"Petroleum Liquids","DFO","OP",11,1990,NA,NA,0
"2287","Virginia Electric & Power Co","Rosemary Power Station","NC","Halifax",19876,50555,"GEN2","19876 50555 GEN2",0,40,"Petroleum Liquids","DFO","OP",11,1990,NA,NA,0
"2288","Virginia Electric & Power Co","Rosemary Power Station","NC","Halifax",19876,50555,"GEN3","19876 50555 GEN3",28278,54,"Petroleum Liquids","DFO","OP",11,1990,NA,NA,5.9779299847793
"2299","WM Renewable Energy LLC","CSL Gas Recovery","FL","Broward",54842,50572,"GEN4","54842 50572 GEN4",0,2.2,"Landfill Gas","LFG","OP",2,2000,NA,NA,0
"2304","State of Rhode Island","Central Power Plant","RI","Providence",18000,50621,"GEN4","18000 50621 GEN4",0,2,"Natural Gas Steam Turbine","NG","OA",8,1958,NA,NA,0
"2305","ExxonMobil Oil Corp","ExxonMobil Beaumont Refinery","TX","Jefferson",6090,50625,"TG22","6090 50625 TG22",5857,27.2,"Natural Gas Steam Turbine","NG","OP",2,1978,NA,NA,2.45811509535321
"2316","Clearwater Paper Corporation","Clearwater Paper IPP Lewiston","ID","Nez Perce",56225,50637,"GEN1","56225 50637 GEN1",0,10,"Natural Gas Steam Turbine","NG","OS",1,1950,NA,NA,0
"2317","Clearwater Paper Corporation","Clearwater Paper IPP Lewiston","ID","Nez Perce",56225,50637,"GEN2","56225 50637 GEN2",0,10,"Natural Gas Steam Turbine","NG","OS",11,1977,NA,NA,0
"2332","Covanta Tulsa Renewable Energy LLC","Covanta Tulsa Renewable Energy LLC","OK","Tulsa",56316,50660,"GEN1","56316 50660 GEN1",7256,16.8,"Municipal Solid Waste","MSW","OP",1,1989,NA,NA,4.93041965644705
"2339","Tri-State G & T Assn, Inc","JM Shafer Generating Station","CO","Weld",30151,50707,"LMB","30151 50707 LMB",0,58.5,"Natural Gas Fired Combined Cycle","NG","OP",6,1994,NA,NA,0
"2340","Tri-State G & T Assn, Inc","JM Shafer Generating Station","CO","Weld",30151,50707,"LMC","30151 50707 LMC",0,58.5,"Natural Gas Fired Combined Cycle","NG","OP",7,1994,NA,NA,0
"2341","Tri-State G & T Assn, Inc","JM Shafer Generating Station","CO","Weld",30151,50707,"LMD","30151 50707 LMD",0,58.5,"Natural Gas Fired Combined Cycle","NG","OP",7,1994,NA,NA,0
"2342","Tri-State G & T Assn, Inc","JM Shafer Generating Station","CO","Weld",30151,50707,"LME","30151 50707 LME",0,58.5,"Natural Gas Fired Combined Cycle","NG","OP",7,1994,NA,NA,0
"2344","Tri-State G & T Assn, Inc","JM Shafer Generating Station","CO","Weld",30151,50707,"STB","30151 50707 STB",42314,52.2,"Natural Gas Fired Combined Cycle","NG","OP",6,1994,NA,NA,9.25357336552424
"2345","University of Alaska","University of Alaska Fairbanks","AK","Fairbanks North Star",19511,50711,"GEN1","19511 50711 GEN1",0,1.5,"Conventional Steam Coal","SUB","OP",1,1964,NA,NA,0
"2346","University of Alaska","University of Alaska Fairbanks","AK","Fairbanks North Star",19511,50711,"GEN2","19511 50711 GEN2",0,1.5,"Conventional Steam Coal","SUB","OP",1,1964,NA,NA,0
"2349","United States Steel- Clairton","Clairton Works","PA","Allegheny",19517,50729,"GEN3","19517 50729 GEN3",2338,10,"Other Gases","OG","OP",1,1955,NA,NA,2.6689497716895
"2352","United States Steel-Mon Valley","Mon Valley Works","PA","Allegheny",19519,50732,"GEN3","19519 50732 GEN3",0,2.5,"Other Gases","BFG","OP",2,2002,NA,NA,0
"2357","Sterling Power Partners LP","Sterling Power Plant","NY","Oneida",14182,50744,"GEN1","14182 50744 GEN1",17855,47.7,"Natural Gas Fired Combined Cycle","NG","OP",6,1991,NA,NA,4.27304404430277
"2358","Sterling Power Partners LP","Sterling Power Plant","NY","Oneida",14182,50744,"GEN2","14182 50744 GEN2",7385,16.5,"Natural Gas Fired Combined Cycle","NG","OP",7,1991,NA,NA,5.10931230109312
"2359","OLS Energy-Agnews Inc.","Agnews Power Plant","CA","Santa Clara",2871,50748,"GEN1","2871 50748 GEN1",12258,24.4,"Natural Gas Fired Combined Cycle","NG","OP",11,1990,NA,NA,5.73489782169324
"2360","OLS Energy-Agnews Inc.","Agnews Power Plant","CA","Santa Clara",2871,50748,"GEN2","2871 50748 GEN2",3543,7.6,"Natural Gas Fired Combined Cycle","NG","OP",11,1990,NA,NA,5.3217375630858
"2365","Consolidated Edison Energy, Inc.","Parlin Power Plant","NJ","Middlesex",61536,50799,"GEN1","61536 50799 GEN1",6323,45.9,"Natural Gas Fired Combined Cycle","NG","OP",6,1991,NA,NA,1.57255697814387
"2366","Consolidated Edison Energy, Inc.","Parlin Power Plant","NJ","Middlesex",61536,50799,"GEN2","61536 50799 GEN2",6641,45.9,"Natural Gas Fired Combined Cycle","NG","OP",6,1991,NA,NA,1.65164492991514
"2367","Consolidated Edison Energy, Inc.","Parlin Power Plant","NJ","Middlesex",61536,50799,"GEN3","61536 50799 GEN3",2626,21.6,"Natural Gas Fired Combined Cycle","NG","OP",6,1991,NA,NA,1.38783189582276
"2368","Consolidated Edison Energy, Inc.","Parlin Power Plant","NJ","Middlesex",61536,50799,"GEN4","61536 50799 GEN4",2693,21.6,"Natural Gas Fired Combined Cycle","NG","OP",6,1991,NA,NA,1.42324116353797
"2396","OLS Energy-Chino","OLS Energy Chino","CA","San Bernardino",14265,50850,"GEN1","14265 50850 GEN1",18645,23.5,"Natural Gas Fired Combined Cycle","NG","OP",12,1987,NA,NA,9.05712620227339
"2397","OLS Energy-Chino","OLS Energy Chino","CA","San Bernardino",14265,50850,"GEN2","14265 50850 GEN2",6064,7.3,"Natural Gas Fired Combined Cycle","NG","OP",12,1987,NA,NA,9.48270469756677
"2408","Metropolitan State Hospital","Central Utility Plant","CA","Los Angeles",61941,50876,"GEN1","61941 50876 GEN1",0,23,"Natural Gas Fired Combined Cycle","NG","OP",2,1988,NA,NA,0
"2409","Metropolitan State Hospital","Central Utility Plant","CA","Los Angeles",61941,50876,"GEN2","61941 50876 GEN2",0,7.7,"Natural Gas Fired Combined Cycle","NG","OP",2,1988,NA,NA,0
"2433","Erie Coke Corp","Erie Coke","PA","Erie",5959,50920,"1","5959 50920 1",1980,2.5,"Other Gases","OG","OP",1,1953,NA,NA,9.04109589041096
"2434","Co-Generation Co","Co-Gen LLC","OR","Grant",3770,50921,"GEN1","3770 50921 GEN1",0,7.5,"Wood/Wood Waste Biomass","WDS","SB",5,1986,NA,NA,0
"2436","Ahlstrom-Munksjo","Rhinelander Mill","WI","Oneida",61707,50933,"GEN5","61707 50933 GEN5",0,10,"Natural Gas Steam Turbine","NG","SB",2,1951,NA,NA,0
"2442","Rousselot Inc","Rousselot Inc","MA","Essex",5623,50955,"GEN1","5623 50955 GEN1",449,1.5,"Natural Gas Steam Turbine","NG","SB",5,1947,NA,NA,3.41704718417047
"2443","Rousselot Inc","Rousselot Inc","MA","Essex",5623,50955,"GEN2","5623 50955 GEN2",0,1.5,"Natural Gas Steam Turbine","NG","SB",5,1947,NA,NA,0
"2449","Virginia Electric & Power Co","Bellmeade Power Station","VA","Richmond City",19876,50966,"1","19876 50966 1",39792,110,"Natural Gas Fired Combined Cycle","NG","OS",2,1997,3,2019,4.12951432129514
"2450","Virginia Electric & Power Co","Bellmeade Power Station","VA","Richmond City",19876,50966,"2","19876 50966 2",0,110,"Natural Gas Fired Combined Cycle","NG","OS",2,1997,3,2019,0
"2451","Virginia Electric & Power Co","Bellmeade Power Station","VA","Richmond City",19876,50966,"3","19876 50966 3",0,110,"Natural Gas Fired Combined Cycle","NG","OS",2,1997,3,2019,0
"2452","Curators of the University of Missouri","MU Combined Heat and Power Plant","MO","Boone",34359,50969,"GEN1","34359 50969 GEN1",4495,6.2,"Natural Gas Steam Turbine","NG","OP",7,1961,NA,NA,8.27625570776256
"2455","Curators of the University of Missouri","MU Combined Heat and Power Plant","MO","Boone",34359,50969,"GEN4","34359 50969 GEN4",3474,14.5,"Natural Gas Steam Turbine","NG","OP",7,1988,NA,NA,2.73500236183278
"2465","Florida Power & Light Co","Indiantown Cogeneration LP","FL","Martin",6452,50976,"GEN1","6452 50976 GEN1",7623,395.4,"Conventional Steam Coal","BIT","OP",12,1995,12,2020,0.220082316502796
"2469","Co-Gen II","Co-Gen II LLC","OR","Douglas",3930,50993,"GEN1","3930 50993 GEN1",0,7.5,"Wood/Wood Waste Biomass","WDS","SB",10,1987,NA,NA,0
"2470","M.A. Patout & Son Limited, LLC","Enterprise Sugar Factory","LA","Iberia",11415,51008,"1000","11415 51008 1000",0,1,"Other Waste Biomass","AB","OP",10,1981,NA,NA,0
"2471","M.A. Patout & Son Limited, LLC","Enterprise Sugar Factory","LA","Iberia",11415,51008,"2000","11415 51008 2000",0,2,"Other Waste Biomass","AB","SB",10,1981,NA,NA,0
"2483","Virginia Electric & Power Co","Mecklenburg Power Station","VA","Mecklenburg",19876,52007,"GEN1","19876 52007 GEN1",28617,69.9,"Conventional Steam Coal","BIT","OP",11,1992,3,2019,4.67350618300116
"2484","Virginia Electric & Power Co","Mecklenburg Power Station","VA","Mecklenburg",19876,52007,"GEN2","19876 52007 GEN2",29367,69.9,"Conventional Steam Coal","BIT","OP",11,1992,3,2019,4.79599035804574
"2495","Rhode Island Hospital","Rhode Island Hospital","RI","Providence",16001,52024,"NEW1","16001 52024 NEW1",1243,3.5,"Natural Gas Steam Turbine","NG","OP",12,1993,NA,NA,4.05414220482714
"2498","Morris Energy Operations Company, LLC","Dartmouth Power Associates LP","MA","Bristol",56516,52026,"GEN2","56516 52026 GEN2",0,32.2,"Natural Gas Fired Combined Cycle","NG","OP",3,1992,NA,NA,0
"2502","Hartford Steam Co","Hartford Hospital Cogeneration","CT","Hartford",8153,52061,"GEN2","8153 52061 GEN2",0,4.2,"Natural Gas Fired Combined Cycle","NG","OP",7,1988,NA,NA,0
"2504","Alcoa World Alumina LLC","Point Comfort Operations","TX","Calhoun",22337,52069,"GEN1","22337 52069 GEN1",0,16,"Natural Gas Steam Turbine","NG","OP",1,1958,NA,NA,0
"2505","Alcoa World Alumina LLC","Point Comfort Operations","TX","Calhoun",22337,52069,"GEN2","22337 52069 GEN2",0,16,"Natural Gas Steam Turbine","NG","OP",1,1958,NA,NA,0
"2506","Alcoa World Alumina LLC","Point Comfort Operations","TX","Calhoun",22337,52069,"GEN3","22337 52069 GEN3",0,16,"Natural Gas Steam Turbine","NG","OP",1,1958,NA,NA,0
"2507","Alcoa World Alumina LLC","Point Comfort Operations","TX","Calhoun",22337,52069,"GEN4","22337 52069 GEN4",0,15.1,"Natural Gas Steam Turbine","NG","OP",1,1970,NA,NA,0
"2512","U S Army-Radford","Radford Army Ammunition Plant","VA","Montgomery",22218,52072,"GEN4","22218 52072 GEN4",0,6,"Natural Gas Steam Turbine","NG","OP",1,1990,NA,NA,0
"2524","Orange County Sanitation Dist","Plant No 2 Orange County","CA","Orange",14155,52099,"GEN6","14155 52099 GEN6",0,1,"Other Waste Biomass","OBG","OA",6,1993,NA,NA,0
"2531","Virginia Electric & Power Co","Multitrade of Pittsylvania LP","VA","Pittsylvania",19876,52118,"GEN2","19876 52118 GEN2",0,45,"Wood/Wood Waste Biomass","WDS","OS",6,1994,3,2019,0
"2534","Olin Blue Cube Operations","Freeport Energy","TX","Brazoria",59875,52120,"G-64","59875 52120 G-64",2105,64.8,"Natural Gas Fired Combined Cycle","NG","OP",9,1982,NA,NA,0.370828400699025
"2547","South Houston Green Power LLC","Power Station 4","TX","Galveston",17566,52132,"GEN3","17566 52132 GEN3",0,34.7,"Natural Gas Fired Combined Cycle","NG","OS",9,1986,NA,NA,0
"2554","Merck & Co Inc","Elkton","VA","Rockingham",12320,52148,"GEN5","12320 52148 GEN5",321,0.4,"Natural Gas Steam Turbine","NG","OP",6,1982,NA,NA,9.16095890410959
