PlantID,CombinedHeatAndPowerPlant,PlantName,OperatorName,OperatorID,PlantState,CensusRegion,NERCRegion,NAICSCode,SectorNumber,SectorName,GeneratorID,ReportedPrimeMover,NetGeneration2018,YEAR
55179,N,Rathdrum Power LLC,"Rathdrum Operating Services Co., Inc.",15708,ID,MTN,WECC,22,2,NAICS-22 Non-Cogen,CTG1,CT,"1,027,641",2018
55179,N,Rathdrum Power LLC,"Rathdrum Operating Services Co., Inc.",15708,ID,MTN,WECC,22,2,NAICS-22 Non-Cogen,STG1,CA,"566,176",2018
55182,N,Sunrise Power LLC,Sunrise Power Co LLC,18320,CA,PACC,WECC,22,2,NAICS-22 Non-Cogen,STG,CA,"1,069,397",2018
55182,N,Sunrise Power LLC,Sunrise Power Co LLC,18320,CA,PACC,WECC,22,2,NAICS-22 Non-Cogen,X718,CT,"726,184",2018
55182,N,Sunrise Power LLC,Sunrise Power Co LLC,18320,CA,PACC,WECC,22,2,NAICS-22 Non-Cogen,X719,CT,"875,787",2018
55183,N,Nelson Energy Center,Invenergy Services LLC,49893,IL,ENC,RFC,22,2,NAICS-22 Non-Cogen,CT1,CT,"1,754,494",2018
55183,N,Nelson Energy Center,Invenergy Services LLC,49893,IL,ENC,RFC,22,2,NAICS-22 Non-Cogen,CT2,CT,"1,760,762",2018
55183,N,Nelson Energy Center,Invenergy Services LLC,49893,IL,ENC,RFC,22,2,NAICS-22 Non-Cogen,ST1,CA,0,2018
55183,N,Nelson Energy Center,Invenergy Services LLC,49893,IL,ENC,RFC,22,2,NAICS-22 Non-Cogen,ST2,CA,0,2018
55187,Y,Channelview Cogeneration Plant,EIF Channelview Cogeneration LLC,56380,TX,WSC,TRE,22,3,NAICS-22 Cogen,GT1,CT,"1,125,641",2018
55187,Y,Channelview Cogeneration Plant,EIF Channelview Cogeneration LLC,56380,TX,WSC,TRE,22,3,NAICS-22 Cogen,GT2,CT,"1,156,700",2018
55187,Y,Channelview Cogeneration Plant,EIF Channelview Cogeneration LLC,56380,TX,WSC,TRE,22,3,NAICS-22 Cogen,GT3,CT,"1,097,010",2018
55187,Y,Channelview Cogeneration Plant,EIF Channelview Cogeneration LLC,56380,TX,WSC,TRE,22,3,NAICS-22 Cogen,GT4,CT,"1,156,460",2018
55187,Y,Channelview Cogeneration Plant,EIF Channelview Cogeneration LLC,56380,TX,WSC,TRE,22,3,NAICS-22 Cogen,ST1,CA,"811,581",2018
55188,N,Cordova Energy,Cordova Energy Co LLC,4210,IL,ENC,RFC,22,2,NAICS-22 Non-Cogen,PT11,CT,"29,173",2018
55188,N,Cordova Energy,Cordova Energy Co LLC,4210,IL,ENC,RFC,22,2,NAICS-22 Non-Cogen,PT21,CT,"22,433",2018
55188,N,Cordova Energy,Cordova Energy Co LLC,4210,IL,ENC,RFC,22,2,NAICS-22 Non-Cogen,PT31,CA,"27,460",2018
55193,N,Ontelaunee Energy Center,Ontelaunee Energy Center,55649,PA,MAT,RFC,22,2,NAICS-22 Non-Cogen,STG,CA,"1,476,216",2018
55193,N,Ontelaunee Energy Center,Ontelaunee Energy Center,55649,PA,MAT,RFC,22,2,NAICS-22 Non-Cogen,CTG1,CT,"1,304,336",2018
55193,N,Ontelaunee Energy Center,Ontelaunee Energy Center,55649,PA,MAT,RFC,22,2,NAICS-22 Non-Cogen,CTG2,CT,"1,292,995",2018
55197,N,Caledonia,Tennessee Valley Authority,18642,MS,ESC,SERC,22,1,Electric Utility,CTG1,CT,"799,005",2018
55197,N,Caledonia,Tennessee Valley Authority,18642,MS,ESC,SERC,22,1,Electric Utility,CTG2,CT,"1,009,678",2018
55197,N,Caledonia,Tennessee Valley Authority,18642,MS,ESC,SERC,22,1,Electric Utility,CTG3,CT,"768,424",2018
55197,N,Caledonia,Tennessee Valley Authority,18642,MS,ESC,SERC,22,1,Electric Utility,STG1,CA,"467,038",2018
55197,N,Caledonia,Tennessee Valley Authority,18642,MS,ESC,SERC,22,1,Electric Utility,STG2,CA,"582,127",2018
55197,N,Caledonia,Tennessee Valley Authority,18642,MS,ESC,SERC,22,1,Electric Utility,STG3,CA,"438,073",2018
55200,N,Arapahoe Combustion Turbine Project,"SWG Arapahoe, LLC",58517,CO,MTN,WECC,22,2,NAICS-22 Non-Cogen,UN5,CT,"97,736",2018
55200,N,Arapahoe Combustion Turbine Project,"SWG Arapahoe, LLC",58517,CO,MTN,WECC,22,2,NAICS-22 Non-Cogen,UN6,CT,"99,202",2018
55200,N,Arapahoe Combustion Turbine Project,"SWG Arapahoe, LLC",58517,CO,MTN,WECC,22,2,NAICS-22 Non-Cogen,UN7,CA,"53,622",2018
55206,Y,Corpus Christi Energy Center,Corpus Christi Cogeneration LLC,4383,TX,WSC,TRE,22,3,NAICS-22 Cogen,CT1,CT,"743,691",2018
55206,Y,Corpus Christi Energy Center,Corpus Christi Cogeneration LLC,4383,TX,WSC,TRE,22,3,NAICS-22 Cogen,CT2,CT,"948,201",2018
55206,Y,Corpus Christi Energy Center,Corpus Christi Cogeneration LLC,4383,TX,WSC,TRE,22,3,NAICS-22 Cogen,ST1,CA,"353,823",2018
55210,N,Afton Generating Station,Public Service Co of NM,15473,NM,MTN,WECC,22,1,Electric Utility,1,CT,"815,872",2018
55210,N,Afton Generating Station,Public Service Co of NM,15473,NM,MTN,WECC,22,1,Electric Utility,2,CA,0,2018
55211,N,ANP Bellingham Energy Project,ANP Bellingham Energy Company LLC,641,MA,NEW,NPCC,22,2,NAICS-22 Non-Cogen,U1,CS,"1,178,960",2018
55211,N,ANP Bellingham Energy Project,ANP Bellingham Energy Company LLC,641,MA,NEW,NPCC,22,2,NAICS-22 Non-Cogen,U2,CS,"1,052,575",2018
55212,N,ANP Blackstone Energy Project,ANP Blackstone Energy Company LLC,656,MA,NEW,NPCC,22,2,NAICS-22 Non-Cogen,U1,CS,"1,068,881",2018
55212,N,ANP Blackstone Energy Project,ANP Blackstone Energy Company LLC,656,MA,NEW,NPCC,22,2,NAICS-22 Non-Cogen,U2,CS,"1,083,891",2018
55215,N,Odessa-Ector Power Plant,LaFrontera Holdings LLC,60477,TX,WSC,TRE,22,2,NAICS-22 Non-Cogen,CTG1,CT,"1,128,860",2018
55215,N,Odessa-Ector Power Plant,LaFrontera Holdings LLC,60477,TX,WSC,TRE,22,2,NAICS-22 Non-Cogen,CTG2,CT,"1,076,374",2018
55215,N,Odessa-Ector Power Plant,LaFrontera Holdings LLC,60477,TX,WSC,TRE,22,2,NAICS-22 Non-Cogen,CTG3,CT,"1,141,906",2018
55215,N,Odessa-Ector Power Plant,LaFrontera Holdings LLC,60477,TX,WSC,TRE,22,2,NAICS-22 Non-Cogen,CTG4,CT,"1,127,414",2018
55215,N,Odessa-Ector Power Plant,LaFrontera Holdings LLC,60477,TX,WSC,TRE,22,2,NAICS-22 Non-Cogen,STG1,CA,"1,454,467",2018
55215,N,Odessa-Ector Power Plant,LaFrontera Holdings LLC,60477,TX,WSC,TRE,22,2,NAICS-22 Non-Cogen,STG2,CA,"1,491,273",2018
55216,Y,Morris Cogeneration LLC,Morris Cogeneration LLC,54755,IL,ENC,RFC,22,3,NAICS-22 Cogen,STG1,CA,"66,346",2018
55216,Y,Morris Cogeneration LLC,Morris Cogeneration LLC,54755,IL,ENC,RFC,22,3,NAICS-22 Cogen,UNT1,CT,"215,123",2018
55216,Y,Morris Cogeneration LLC,Morris Cogeneration LLC,54755,IL,ENC,RFC,22,3,NAICS-22 Cogen,UNT2,CT,"199,892",2018
55216,Y,Morris Cogeneration LLC,Morris Cogeneration LLC,54755,IL,ENC,RFC,22,3,NAICS-22 Cogen,UNT3,CT,"158,518",2018
55217,Y,Los Medanos Energy Center,Los Medanos Energy Center LLC,2843,CA,PACC,WECC,22,3,NAICS-22 Cogen,CTG1,CT,"970,870",2018
55217,Y,Los Medanos Energy Center,Los Medanos Energy Center LLC,2843,CA,PACC,WECC,22,3,NAICS-22 Cogen,CTG2,CT,"1,201,938",2018
55217,Y,Los Medanos Energy Center,Los Medanos Energy Center LLC,2843,CA,PACC,WECC,22,3,NAICS-22 Cogen,STG3,CA,"1,101,932",2018
55218,N,Hinds Energy Facility,Entergy Mississippi LLC,12685,MS,ESC,SERC,22,1,Electric Utility,H01,CT,"1,040,143",2018
55218,N,Hinds Energy Facility,Entergy Mississippi LLC,12685,MS,ESC,SERC,22,1,Electric Utility,H02,CT,"1,020,500",2018
55218,N,Hinds Energy Facility,Entergy Mississippi LLC,12685,MS,ESC,SERC,22,1,Electric Utility,H03,CA,"1,094,253",2018
55220,N,Attala,Entergy Mississippi LLC,12685,MS,ESC,SERC,22,1,Electric Utility,A01,CT,"727,663",2018
55220,N,Attala,Entergy Mississippi LLC,12685,MS,ESC,SERC,22,1,Electric Utility,A02,CT,"710,388",2018
55220,N,Attala,Entergy Mississippi LLC,12685,MS,ESC,SERC,22,1,Electric Utility,A03,CA,"766,137",2018
55221,N,Harry L. Oswald,Arkansas Electric Coop Corp,807,AR,WSC,SERC,22,1,Electric Utility,G1,CT,"53,290",2018
55221,N,Harry L. Oswald,Arkansas Electric Coop Corp,807,AR,WSC,SERC,22,1,Electric Utility,G2,CT,"51,116",2018
55221,N,Harry L. Oswald,Arkansas Electric Coop Corp,807,AR,WSC,SERC,22,1,Electric Utility,G3,CT,"57,703",2018
55221,N,Harry L. Oswald,Arkansas Electric Coop Corp,807,AR,WSC,SERC,22,1,Electric Utility,G4,CT,"49,480",2018
55221,N,Harry L. Oswald,Arkansas Electric Coop Corp,807,AR,WSC,SERC,22,1,Electric Utility,G5,CT,"53,921",2018
55221,N,Harry L. Oswald,Arkansas Electric Coop Corp,807,AR,WSC,SERC,22,1,Electric Utility,G6,CT,"51,096",2018
55221,N,Harry L. Oswald,Arkansas Electric Coop Corp,807,AR,WSC,SERC,22,1,Electric Utility,G7,CT,"95,189",2018
55221,N,Harry L. Oswald,Arkansas Electric Coop Corp,807,AR,WSC,SERC,22,1,Electric Utility,G8,CA,"34,689",2018
55221,N,Harry L. Oswald,Arkansas Electric Coop Corp,807,AR,WSC,SERC,22,1,Electric Utility,G9,CA,"76,056",2018
55223,N,Ennis Power Company LLC,Ennis Power Company LLC,5761,TX,WSC,TRE,22,2,NAICS-22 Non-Cogen,GT1,CT,"1,060,965",2018
55223,N,Ennis Power Company LLC,Ennis Power Company LLC,5761,TX,WSC,TRE,22,2,NAICS-22 Non-Cogen,ST1,CA,"580,242",2018
55225,N,Oneta Energy Center,Oneta Power LLC,2897,OK,WSC,MRO,22,2,NAICS-22 Non-Cogen,CTG1,CT,"783,860",2018
55225,N,Oneta Energy Center,Oneta Power LLC,2897,OK,WSC,MRO,22,2,NAICS-22 Non-Cogen,CTG2,CT,"772,095",2018
55225,N,Oneta Energy Center,Oneta Power LLC,2897,OK,WSC,MRO,22,2,NAICS-22 Non-Cogen,CTG3,CT,"736,129",2018
55225,N,Oneta Energy Center,Oneta Power LLC,2897,OK,WSC,MRO,22,2,NAICS-22 Non-Cogen,CTG4,CT,"734,698",2018
55225,N,Oneta Energy Center,Oneta Power LLC,2897,OK,WSC,MRO,22,2,NAICS-22 Non-Cogen,STG1,CA,"999,850",2018
55225,N,Oneta Energy Center,Oneta Power LLC,2897,OK,WSC,MRO,22,2,NAICS-22 Non-Cogen,STG2,CA,"950,061",2018
55226,N,Freestone Energy Center,Freestone Power Generation LLC,6763,TX,WSC,TRE,22,2,NAICS-22 Non-Cogen,GT1,CT,"1,002,358",2018
55226,N,Freestone Energy Center,Freestone Power Generation LLC,6763,TX,WSC,TRE,22,2,NAICS-22 Non-Cogen,GT2,CT,"985,227",2018
55226,N,Freestone Energy Center,Freestone Power Generation LLC,6763,TX,WSC,TRE,22,2,NAICS-22 Non-Cogen,GT3,CT,"1,026,495",2018
55226,N,Freestone Energy Center,Freestone Power Generation LLC,6763,TX,WSC,TRE,22,2,NAICS-22 Non-Cogen,GT4,CT,"1,056,673",2018
55226,N,Freestone Energy Center,Freestone Power Generation LLC,6763,TX,WSC,TRE,22,2,NAICS-22 Non-Cogen,ST3,CA,"1,145,174",2018
55226,N,Freestone Energy Center,Freestone Power Generation LLC,6763,TX,WSC,TRE,22,2,NAICS-22 Non-Cogen,ST6,CA,"1,178,984",2018
55230,N,Jack County,Brazos Electric Power Coop Inc,2172,TX,WSC,TRE,22,1,Electric Utility,CT1,CT,"523,514",2018
55230,N,Jack County,Brazos Electric Power Coop Inc,2172,TX,WSC,TRE,22,1,Electric Utility,CT2,CT,"480,098",2018
55230,N,Jack County,Brazos Electric Power Coop Inc,2172,TX,WSC,TRE,22,1,Electric Utility,CT3,CT,"555,153",2018
55230,N,Jack County,Brazos Electric Power Coop Inc,2172,TX,WSC,TRE,22,1,Electric Utility,CT4,CT,"561,980",2018
55230,N,Jack County,Brazos Electric Power Coop Inc,2172,TX,WSC,TRE,22,1,Electric Utility,ST1,CA,"698,578",2018
55230,N,Jack County,Brazos Electric Power Coop Inc,2172,TX,WSC,TRE,22,1,Electric Utility,ST2,CA,"832,352",2018
55231,N,Liberty Electric Power Plant,Liberty Electric Power LLC,27031,PA,MAT,RFC,22,2,NAICS-22 Non-Cogen,STG,CA,"1,579,945",2018
55231,N,Liberty Electric Power Plant,Liberty Electric Power LLC,27031,PA,MAT,RFC,22,2,NAICS-22 Non-Cogen,GTG1,CT,"1,340,023",2018
55231,N,Liberty Electric Power Plant,Liberty Electric Power LLC,27031,PA,MAT,RFC,22,2,NAICS-22 Non-Cogen,GTG2,CT,"1,353,068",2018
55239,N,Red Oak Power LLC,Red Oak Operating Services LLC,22131,NJ,MAT,RFC,22,2,NAICS-22 Non-Cogen,1,CT,"950,384",2018
55239,N,Red Oak Power LLC,Red Oak Operating Services LLC,22131,NJ,MAT,RFC,22,2,NAICS-22 Non-Cogen,2,CT,"836,292",2018
55239,N,Red Oak Power LLC,Red Oak Operating Services LLC,22131,NJ,MAT,RFC,22,2,NAICS-22 Non-Cogen,3,CT,"984,134",2018
55239,N,Red Oak Power LLC,Red Oak Operating Services LLC,22131,NJ,MAT,RFC,22,2,NAICS-22 Non-Cogen,4,CA,"1,497,610",2018
55241,N,Hog Bayou Energy Center,Mobile Energy LLC,12739,AL,ESC,SERC,22,2,NAICS-22 Non-Cogen,CT01,CT,"757,700",2018
55241,N,Hog Bayou Energy Center,Mobile Energy LLC,12739,AL,ESC,SERC,22,2,NAICS-22 Non-Cogen,ST01,CA,"379,389",2018
55242,N,Santa Rosa Energy Center,Santa Rosa Energy Center LLC,54692,FL,SAT,SERC,22,2,NAICS-22 Non-Cogen,CT01,CT,"813,607",2018
55242,N,Santa Rosa Energy Center,Santa Rosa Energy Center LLC,54692,FL,SAT,SERC,22,2,NAICS-22 Non-Cogen,ST01,CA,"398,510",2018
55245,Y,Tuscola Station,"DTE Tuscola, LLC",19145,IL,ENC,SERC,325,7,Industrial NAICS Cogen,TG1,ST,"19,712",2018
55245,Y,Tuscola Station,"DTE Tuscola, LLC",19145,IL,ENC,SERC,325,7,Industrial NAICS Cogen,TG2,ST,0,2018
55245,Y,Tuscola Station,"DTE Tuscola, LLC",19145,IL,ENC,SERC,325,7,Industrial NAICS Cogen,TG3,ST,"21,760",2018
55259,Y,Whiting Clean Energy,BP Alternative Energy,56195,IN,ENC,RFC,22,3,NAICS-22 Cogen,CT1,CT,"892,638",2018
55259,Y,Whiting Clean Energy,BP Alternative Energy,56195,IN,ENC,RFC,22,3,NAICS-22 Cogen,CT2,CT,"940,036",2018
55259,Y,Whiting Clean Energy,BP Alternative Energy,56195,IN,ENC,RFC,22,3,NAICS-22 Cogen,ST1,CA,"578,056",2018
55269,N,TVA Southaven Combined Cycle,Tennessee Valley Authority,18642,MS,ESC,SERC,22,1,Electric Utility,CTG1,CT,"845,754",2018
55269,N,TVA Southaven Combined Cycle,Tennessee Valley Authority,18642,MS,ESC,SERC,22,1,Electric Utility,CTG2,CT,"842,677",2018
55269,N,TVA Southaven Combined Cycle,Tennessee Valley Authority,18642,MS,ESC,SERC,22,1,Electric Utility,CTG3,CT,"970,260",2018
55269,N,TVA Southaven Combined Cycle,Tennessee Valley Authority,18642,MS,ESC,SERC,22,1,Electric Utility,STG1,CA,"457,849",2018
55269,N,TVA Southaven Combined Cycle,Tennessee Valley Authority,18642,MS,ESC,SERC,22,1,Electric Utility,STG2,CA,"409,339",2018
55269,N,TVA Southaven Combined Cycle,Tennessee Valley Authority,18642,MS,ESC,SERC,22,1,Electric Utility,STG3,CA,"487,207",2018
55270,N,Jackson Generating Station,Consumers Energy Co,4254,MI,ENC,RFC,22,1,Electric Utility,7EA,CT,"346,156",2018
55270,N,Jackson Generating Station,Consumers Energy Co,4254,MI,ENC,RFC,22,1,Electric Utility,LM1,CT,"221,150",2018
55270,N,Jackson Generating Station,Consumers Energy Co,4254,MI,ENC,RFC,22,1,Electric Utility,LM2,CT,"219,116",2018
55270,N,Jackson Generating Station,Consumers Energy Co,4254,MI,ENC,RFC,22,1,Electric Utility,LM3,CT,"222,814",2018
55270,N,Jackson Generating Station,Consumers Energy Co,4254,MI,ENC,RFC,22,1,Electric Utility,LM4,CT,"209,337",2018
55270,N,Jackson Generating Station,Consumers Energy Co,4254,MI,ENC,RFC,22,1,Electric Utility,LM5,CT,"220,453",2018
55270,N,Jackson Generating Station,Consumers Energy Co,4254,MI,ENC,RFC,22,1,Electric Utility,LM6,CT,"219,135",2018
55270,N,Jackson Generating Station,Consumers Energy Co,4254,MI,ENC,RFC,22,1,Electric Utility,ST1,CA,"215,366",2018
55270,N,Jackson Generating Station,Consumers Energy Co,4254,MI,ENC,RFC,22,1,Electric Utility,ST2,CA,"202,419",2018
55271,N,Tenaska Lindsay Hill Generating Station,Tenaska Alabama Partners LP,31386,AL,ESC,SERC,22,2,NAICS-22 Non-Cogen,GTG1,CT,"386,648",2018
55271,N,Tenaska Lindsay Hill Generating Station,Tenaska Alabama Partners LP,31386,AL,ESC,SERC,22,2,NAICS-22 Non-Cogen,GTG2,CT,"369,367",2018
55271,N,Tenaska Lindsay Hill Generating Station,Tenaska Alabama Partners LP,31386,AL,ESC,SERC,22,2,NAICS-22 Non-Cogen,GTG3,CT,"398,101",2018
55271,N,Tenaska Lindsay Hill Generating Station,Tenaska Alabama Partners LP,31386,AL,ESC,SERC,22,2,NAICS-22 Non-Cogen,STG1,CA,"728,743",2018
55282,N,Arlington Valley Energy Facility,Arlington Valley LLC,56812,AZ,MTN,WECC,22,2,NAICS-22 Non-Cogen,CTG1,CT,"656,302",2018
55282,N,Arlington Valley Energy Facility,Arlington Valley LLC,56812,AZ,MTN,WECC,22,2,NAICS-22 Non-Cogen,CTG2,CT,"639,925",2018
55282,N,Arlington Valley Energy Facility,Arlington Valley LLC,56812,AZ,MTN,WECC,22,2,NAICS-22 Non-Cogen,STG1,CA,"824,280",2018
55283,N,Front Range Power Plant,City of Colorado Springs - (CO),3989,CO,MTN,WECC,22,1,Electric Utility,1,CT,"810,505",2018
55283,N,Front Range Power Plant,City of Colorado Springs - (CO),3989,CO,MTN,WECC,22,1,Electric Utility,2,CT,"896,585",2018
55283,N,Front Range Power Plant,City of Colorado Springs - (CO),3989,CO,MTN,WECC,22,1,Electric Utility,3,CA,"945,548",2018
55292,N,Decatur Energy Center,Decatur Energy Center LLC,2929,AL,ESC,SERC,22,2,NAICS-22 Non-Cogen,CTG1,CT,"560,627",2018
55292,N,Decatur Energy Center,Decatur Energy Center LLC,2929,AL,ESC,SERC,22,2,NAICS-22 Non-Cogen,CTG2,CT,"591,765",2018
55292,N,Decatur Energy Center,Decatur Energy Center LLC,2929,AL,ESC,SERC,22,2,NAICS-22 Non-Cogen,CTG3,CT,"599,744",2018
55292,N,Decatur Energy Center,Decatur Energy Center LLC,2929,AL,ESC,SERC,22,2,NAICS-22 Non-Cogen,STG1,CA,"950,764",2018
55293,Y,Morgan Energy Center,Morgan Energy Center LLC,29122,AL,ESC,SERC,22,3,NAICS-22 Cogen,CTG1,CT,"1,074,108",2018
55293,Y,Morgan Energy Center,Morgan Energy Center LLC,29122,AL,ESC,SERC,22,3,NAICS-22 Cogen,CTG2,CT,"768,855",2018
55293,Y,Morgan Energy Center,Morgan Energy Center LLC,29122,AL,ESC,SERC,22,3,NAICS-22 Cogen,CTG3,CT,"1,105,955",2018
55293,Y,Morgan Energy Center,Morgan Energy Center LLC,29122,AL,ESC,SERC,22,3,NAICS-22 Cogen,STG1,CA,"1,583,933",2018
55294,N,Westbrook Energy Center Power Plant,Westbrook Energy Center,2891,ME,NEW,NPCC,22,2,NAICS-22 Non-Cogen,GTG1,CT,"489,313",2018
55294,N,Westbrook Energy Center Power Plant,Westbrook Energy Center,2891,ME,NEW,NPCC,22,2,NAICS-22 Non-Cogen,GTG2,CT,"452,702",2018
55294,N,Westbrook Energy Center Power Plant,Westbrook Energy Center,2891,ME,NEW,NPCC,22,2,NAICS-22 Non-Cogen,STG3,CA,"546,094",2018
55295,N,Blythe Energy Inc,AltaGas Blythe Operations Inc,58453,CA,PACC,WECC,22,2,NAICS-22 Non-Cogen,CT1,CT,"803,025",2018
55295,N,Blythe Energy Inc,AltaGas Blythe Operations Inc,58453,CA,PACC,WECC,22,2,NAICS-22 Non-Cogen,CT2,CT,"928,673",2018
55295,N,Blythe Energy Inc,AltaGas Blythe Operations Inc,58453,CA,PACC,WECC,22,2,NAICS-22 Non-Cogen,ST1,CA,"964,178",2018
55297,N,New Covert Generating Facility,New Covert Generating Company LLC,21579,MI,ENC,RFC,22,2,NAICS-22 Non-Cogen,1,CT,"1,613,865",2018
55297,N,New Covert Generating Facility,New Covert Generating Company LLC,21579,MI,ENC,RFC,22,2,NAICS-22 Non-Cogen,2,CT,"1,226,767",2018
55297,N,New Covert Generating Facility,New Covert Generating Company LLC,21579,MI,ENC,RFC,22,2,NAICS-22 Non-Cogen,3,CT,"1,551,006",2018
55297,N,New Covert Generating Facility,New Covert Generating Company LLC,21579,MI,ENC,RFC,22,2,NAICS-22 Non-Cogen,1A,CA,"881,144",2018
55297,N,New Covert Generating Facility,New Covert Generating Company LLC,21579,MI,ENC,RFC,22,2,NAICS-22 Non-Cogen,2A,CA,"683,662",2018
55297,N,New Covert Generating Facility,New Covert Generating Company LLC,21579,MI,ENC,RFC,22,2,NAICS-22 Non-Cogen,3A,CA,"828,979",2018
55298,N,Fairless Energy Center,"Edgewater Generation, LLC",61786,PA,MAT,RFC,22,2,NAICS-22 Non-Cogen,ST1,CA,"1,402,573",2018
55298,N,Fairless Energy Center,"Edgewater Generation, LLC",61786,PA,MAT,RFC,22,2,NAICS-22 Non-Cogen,ST2,CA,"1,079,280",2018
55298,N,Fairless Energy Center,"Edgewater Generation, LLC",61786,PA,MAT,RFC,22,2,NAICS-22 Non-Cogen,CT1A,CT,"1,233,718",2018
55298,N,Fairless Energy Center,"Edgewater Generation, LLC",61786,PA,MAT,RFC,22,2,NAICS-22 Non-Cogen,CT1B,CT,"1,250,748",2018
55298,N,Fairless Energy Center,"Edgewater Generation, LLC",61786,PA,MAT,RFC,22,2,NAICS-22 Non-Cogen,CT2A,CT,"902,252",2018
55298,N,Fairless Energy Center,"Edgewater Generation, LLC",61786,PA,MAT,RFC,22,2,NAICS-22 Non-Cogen,CT2B,CT,"997,995",2018
55299,Y,Channel Energy Center LLC,Channel Energy Center LLC,3370,TX,WSC,TRE,22,3,NAICS-22 Cogen,CTG1,CT,"1,134,404",2018
55299,Y,Channel Energy Center LLC,Channel Energy Center LLC,3370,TX,WSC,TRE,22,3,NAICS-22 Cogen,CTG2,CT,"948,845",2018
55299,Y,Channel Energy Center LLC,Channel Energy Center LLC,3370,TX,WSC,TRE,22,3,NAICS-22 Cogen,CTG3,CT,"1,133,322",2018
55299,Y,Channel Energy Center LLC,Channel Energy Center LLC,3370,TX,WSC,TRE,22,3,NAICS-22 Cogen,ST-1,CA,"925,787",2018
55306,N,Gila River Power Block 4,Salt River Project,16572,AZ,MTN,WECC,22,1,Electric Utility,CTG7,CT,"611,336",2018
55306,N,Gila River Power Block 4,Salt River Project,16572,AZ,MTN,WECC,22,1,Electric Utility,CTG8,CT,"856,852",2018
55306,N,Gila River Power Block 4,Salt River Project,16572,AZ,MTN,WECC,22,1,Electric Utility,ST12,CA,"982,745",2018
55309,Y,Air Products Port Arthur,Air Products LLC,56304,TX,WSC,SERC,32512,7,Industrial NAICS Cogen,GEN3,ST,"118,103",2018
55311,Y,BASF Freeport Works,BASF Corporation,1182,TX,WSC,TRE,325,7,Industrial NAICS Cogen,GEN2,ST,"36,083",2018
55313,Y,Ingleside Cogeneration,Ingleside Cogeneration LP,26469,TX,WSC,TRE,325,7,Industrial NAICS Cogen,STG,CA,"579,690",2018
55313,Y,Ingleside Cogeneration,Ingleside Cogeneration LP,26469,TX,WSC,TRE,325,7,Industrial NAICS Cogen,CTG1,CT,"890,323",2018
55313,Y,Ingleside Cogeneration,Ingleside Cogeneration LP,26469,TX,WSC,TRE,325,7,Industrial NAICS Cogen,CTG2,CT,"1,126,029",2018
55317,N,Fore River Generating Station,"Calpine Fore River Energy Center, LLC",59368,MA,NEW,NPCC,22,2,NAICS-22 Non-Cogen,GT11,CT,"1,196,118",2018
55317,N,Fore River Generating Station,"Calpine Fore River Energy Center, LLC",59368,MA,NEW,NPCC,22,2,NAICS-22 Non-Cogen,GT12,CT,"987,916",2018
55317,N,Fore River Generating Station,"Calpine Fore River Energy Center, LLC",59368,MA,NEW,NPCC,22,2,NAICS-22 Non-Cogen,ST15,CA,"1,073,971",2018
55320,N,Wise County Power LLC,Wise County Power Company LLC,21668,TX,WSC,TRE,22,2,NAICS-22 Non-Cogen,GT1,CT,"335,949",2018
55320,N,Wise County Power LLC,Wise County Power Company LLC,21668,TX,WSC,TRE,22,2,NAICS-22 Non-Cogen,GT2,CT,"337,518",2018
55320,N,Wise County Power LLC,Wise County Power Company LLC,21668,TX,WSC,TRE,22,2,NAICS-22 Non-Cogen,ST1,CA,"398,086",2018
55322,N,Chuck Lenzie Generating Station,Nevada Power Co,13407,NV,MTN,WECC,22,1,Electric Utility,ST1,CA,"1,304,420",2018
55322,N,Chuck Lenzie Generating Station,Nevada Power Co,13407,NV,MTN,WECC,22,1,Electric Utility,ST2,CA,"1,151,832",2018
55322,N,Chuck Lenzie Generating Station,Nevada Power Co,13407,NV,MTN,WECC,22,1,Electric Utility,CTG1,CT,"1,116,989",2018
55322,N,Chuck Lenzie Generating Station,Nevada Power Co,13407,NV,MTN,WECC,22,1,Electric Utility,CTG2,CT,"1,130,143",2018
55322,N,Chuck Lenzie Generating Station,Nevada Power Co,13407,NV,MTN,WECC,22,1,Electric Utility,CTG3,CT,"957,450",2018
55322,N,Chuck Lenzie Generating Station,Nevada Power Co,13407,NV,MTN,WECC,22,1,Electric Utility,CTG4,CT,"1,007,602",2018
55327,Y,Baytown Energy Center,Baytown Energy Center LLC,2838,TX,WSC,TRE,22,3,NAICS-22 Cogen,CTG1,CT,"908,986",2018
55327,Y,Baytown Energy Center,Baytown Energy Center LLC,2838,TX,WSC,TRE,22,3,NAICS-22 Cogen,CTG2,CT,"971,379",2018
55327,Y,Baytown Energy Center,Baytown Energy Center LLC,2838,TX,WSC,TRE,22,3,NAICS-22 Cogen,CTG3,CT,"1,161,175",2018
55327,Y,Baytown Energy Center,Baytown Energy Center LLC,2838,TX,WSC,TRE,22,3,NAICS-22 Cogen,STG1,CA,"1,252,987",2018
55328,N,Hermiston Power Partnership,Hermiston Power Partnership,7869,OR,PACC,WECC,22,2,NAICS-22 Non-Cogen,CTG1,CT,"1,087,245",2018
55328,N,Hermiston Power Partnership,Hermiston Power Partnership,7869,OR,PACC,WECC,22,2,NAICS-22 Non-Cogen,CTG2,CT,"1,128,776",2018
