"","OperatorName","PlantName","PlantState","County","OperatorID","PlantID","GeneratorID","UniqueID","NetGeneration2018","NameplateCapacityMW","Technology","EnergySource1","Status","OperatingMonth","OperatingYear","PlannedRetirementMonth","PlannedRetirementYear","CapacityFactor"
"150","Public Service Co of Colorado","Cherokee","CO","Adams",15466,469,"4","15466 469 4",1090864,380.8,"Natural Gas Steam Turbine","NG","OP",6,1968,12,2027,32.7016423007559
"151","Public Service Co of Colorado","Cherokee","CO","Adams",15466,469,"5","15466 469 5",810557,185.3,"Natural Gas Fired Combined Cycle","NG","OP",8,2015,NA,NA,49.9348828383936
"152","Public Service Co of Colorado","Cherokee","CO","Adams",15466,469,"6","15466 469 6",883984,185.3,"Natural Gas Fired Combined Cycle","NG","OP",8,2015,NA,NA,54.4584001754529
"153","Public Service Co of Colorado","Cherokee","CO","Adams",15466,469,"7","15466 469 7",1056473,255,"Natural Gas Fired Combined Cycle","NG","OP",8,2015,NA,NA,47.2948786820664
"154","Public Service Co of Colorado","Comanche (CO)","CO","Pueblo",15466,470,"1","15466 470 1",2213807,382.5,"Conventional Steam Coal","SUB","OP",6,1973,12,2022,66.0699853761901
"155","Public Service Co of Colorado","Comanche (CO)","CO","Pueblo",15466,470,"2","15466 470 2",2215649,396,"Conventional Steam Coal","SUB","OP",6,1975,12,2025,63.8706989991237
"156","Public Service Co of Colorado","Comanche (CO)","CO","Pueblo",15466,470,"3","15466 470 3",5332191,856.8,"Conventional Steam Coal","SUB","OP",7,2010,NA,NA,71.0431375746646
"157","Public Service Co of Colorado","Valmont","CO",NA,15466,477,"5","15466 477 5",-139,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","City of Colorado Springs - (CO)","Martin Drake","CO","El Paso",3989,492,"6","3989 492 6",328141,75,"Conventional Steam Coal","SUB","OP",10,1968,NA,NA,49.9453576864536
"159","City of Colorado Springs - (CO)","Martin Drake","CO","El Paso",3989,492,"7","3989 492 7",593631,132.3,"Conventional Steam Coal","SUB","OP",7,1974,NA,NA,51.221538843848
"160","City of Colorado Springs - (CO)","George Birdsall","CO","El Paso",3989,493,"1","3989 493 1",1569,17.3,"Natural Gas Steam Turbine","NG","OP",8,1953,NA,NA,1.03531554359015
"161","City of Colorado Springs - (CO)","George Birdsall","CO","El Paso",3989,493,"2","3989 493 2",1225,18.8,"Natural Gas Steam Turbine","NG","OP",3,1954,NA,NA,0.743830758768095
"162","City of Colorado Springs - (CO)","George Birdsall","CO","El Paso",3989,493,"3","3989 493 3",1190,25,"Natural Gas Steam Turbine","NG","OP",3,1957,NA,NA,0.54337899543379
"163","City of Trinidad - (CO)","Trinidad (CO)","CO",NA,19204,511,"1","19204 511 1",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164","Public Service Co of Colorado","Hayden","CO","Routt",15466,525,"1","15466 525 1",1021080,190,"Conventional Steam Coal","BIT","OP",7,1965,NA,NA,61.3482335976929
"165","Public Service Co of Colorado","Hayden","CO","Routt",15466,525,"2","15466 525 2",1302516,275.4,"Conventional Steam Coal","BIT","OP",9,1976,NA,NA,53.9902110006864
"166","Tri-State G & T Assn, Inc","Nucla","CO","Montrose",30151,527,"1","30151 527 1",6526,11.5,"Conventional Steam Coal","BIT","OP",11,1959,12,2022,6.47806233869367
"167","Tri-State G & T Assn, Inc","Nucla","CO","Montrose",30151,527,"2","30151 527 2",6061,11.5,"Conventional Steam Coal","BIT","OP",11,1959,12,2022,6.01647806233869
"168","Tri-State G & T Assn, Inc","Nucla","CO","Montrose",30151,527,"3","30151 527 3",5990,11.5,"Conventional Steam Coal","BIT","OP",11,1959,12,2022,5.94599960293826
"169","Tri-State G & T Assn, Inc","Nucla","CO","Montrose",30151,527,"ST4","30151 527 ST4",42976,79.3,"Conventional Steam Coal","BIT","OP",1,1991,12,2022,6.18655242504333
"170","PowerSouth Energy Cooperative","McWilliams","AL","Covington",189,533,"1","189 533 1",8434,7.5,"Natural Gas Fired Combined Cycle","NG","OP",12,1954,NA,NA,12.8371385083714
"171","PowerSouth Energy Cooperative","McWilliams","AL","Covington",189,533,"2","189 533 2",18245,7.5,"Natural Gas Fired Combined Cycle","NG","OP",12,1954,NA,NA,27.7701674277017
"172","PowerSouth Energy Cooperative","McWilliams","AL","Covington",189,533,"3","189 533 3",33765,25,"Natural Gas Fired Combined Cycle","NG","OP",8,1959,NA,NA,15.4178082191781
"173","PowerSouth Energy Cooperative","McWilliams","AL","Covington",189,533,"4","189 533 4",243480,107,"Natural Gas Fired Combined Cycle","NG","OP",12,1996,NA,NA,25.9761874279862
"174","PowerSouth Energy Cooperative","McWilliams","AL","Covington",189,533,"VAN1","189 533 VAN1",1220546,165,"Natural Gas Fired Combined Cycle","NG","OP",1,2002,NA,NA,84.4434758544348
"175","PowerSouth Energy Cooperative","McWilliams","AL","Covington",189,533,"VAN2","189 533 VAN2",1157809,165,"Natural Gas Fired Combined Cycle","NG","OP",1,2002,NA,NA,80.1030164660302
"176","PowerSouth Energy Cooperative","McWilliams","AL","Covington",189,533,"VAN3","189 533 VAN3",1274850,177,"Natural Gas Fired Combined Cycle","NG","OP",1,2002,NA,NA,82.2208033433945
"177","NRG Montville Operations Inc","Montville Station","CT","New London",22380,546,"5","22380 546 5",23077,75,"Petroleum Liquids","RFO","OP",1,1954,NA,NA,3.51248097412481
"178","NRG Montville Operations Inc","Montville Station","CT","New London",22380,546,"6","22380 546 6",52379,414.9,"Petroleum Liquids","RFO","OP",1,1971,NA,NA,1.44115157858361
"179","Avista Corp","Kettle Falls Generating Station","WA","Stevens",20169,550,"1","20169 550 1",336936,50.7,"Wood/Wood Waste Biomass","WDS","OP",12,1983,NA,NA,75.8639323444381
"180","Middletown Power LLC","Middletown","CT","Middlesex",12490,562,"2","12490 562 2",120100,113.6,"Natural Gas Steam Turbine","NG","OP",10,1958,NA,NA,12.068702167342
"181","Middletown Power LLC","Middletown","CT","Middlesex",12490,562,"3","12490 562 3",222385,239.4,"Natural Gas Steam Turbine","NG","OP",1,1964,NA,NA,10.6041835944504
"182","Middletown Power LLC","Middletown","CT","Middlesex",12490,562,"4","12490 562 4",37263,414.9,"Petroleum Liquids","RFO","OP",5,1973,NA,NA,1.02525117456921
"183","Orlando Utilities Comm","Stanton Energy Center","FL","Orange",14610,564,"1","14610 564 1",2246204,464.5,"Conventional Steam Coal","BIT","OP",7,1987,NA,NA,55.2025794908848
"184","Orlando Utilities Comm","Stanton Energy Center","FL","Orange",14610,564,"2","14610 564 2",2364611,464.5,"Conventional Steam Coal","BIT","OP",6,1996,NA,NA,58.1125430693386
"185","Orlando Utilities Comm","Stanton Energy Center","FL","Orange",14610,564,"B","14610 564 B",584739,129.8,"Natural Gas Fired Combined Cycle","NG","OP",2,2010,NA,NA,51.4260611689216
"186","Orlando Utilities Comm","Stanton Energy Center","FL","Orange",14610,564,"B1","14610 564 B1",983193,203.2,"Natural Gas Fired Combined Cycle","NG","OP",2,2010,NA,NA,55.2345688167404
"187","PSEG Power Connecticut LLC","Bridgeport Station","CT","Fairfield",15452,568,"3","15452 568 3",332754,400,"Conventional Steam Coal","SUB","OP",8,1968,6,2021,9.49640410958904
"188","City of Burlington Electric - (VT)","J C McNeil","VT","Chittenden",2548,589,"1","2548 589 1",245501,59.5,"Wood/Wood Waste Biomass","WDS","OP",6,1984,NA,NA,47.1012240512643
"189","Calpine Mid-Atlantic Generation LLC","Edge Moor","DE","New Castle",56609,593,"3","56609 593 3",37298,75,"Natural Gas Steam Turbine","NG","OP",12,1954,NA,NA,5.67701674277017
"190","Calpine Mid-Atlantic Generation LLC","Edge Moor","DE","New Castle",56609,593,"4","56609 593 4",67088,176.8,"Natural Gas Steam Turbine","NG","OP",4,1966,NA,NA,4.33170106820389
"191","Calpine Mid-Atlantic Generation LLC","Edge Moor","DE","New Castle",56609,593,"5","56609 593 5",208513,446,"Natural Gas Steam Turbine","NG","OP",8,1973,NA,NA,5.3369627536499
"192","Indian River Operations Inc","Indian River Generating Station","DE","Sussex",9332,594,"4","9332 594 4",278641,445.5,"Conventional Steam Coal","BIT","OP",10,1980,NA,NA,7.13991769547325
"193","NAES Corporation - (DE)","McKee Run","DE",NA,54899,599,"1","54899 599 1",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"194","NAES Corporation - (DE)","McKee Run","DE",NA,54899,599,"2","54899 599 2",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"195","NAES Corporation - (DE)","McKee Run","DE","Kent",54899,599,"3","54899 599 3",28704,113.6,"Natural Gas Steam Turbine","NG","OP",5,1975,NA,NA,2.88442986687247
"196","Brandon Shores LLC","Brandon Shores","MD","Anne Arundel",60421,602,"1","60421 602 1",2177379,685,"Conventional Steam Coal","BIT","OP",5,1984,NA,NA,36.2860213978602
"197","Brandon Shores LLC","Brandon Shores","MD","Anne Arundel",60421,602,"2","60421 602 2",2554792,685,"Conventional Steam Coal","BIT","OP",5,1991,NA,NA,42.5756091057561
"198","Florida Power & Light Co","Cape Canaveral","FL","Brevard",6452,609,"3A","6452 609 3A",2100667,265,"Natural Gas Fired Combined Cycle","NG","OP",4,2013,NA,NA,90.4913845093478
"199","Florida Power & Light Co","Cape Canaveral","FL","Brevard",6452,609,"3B","6452 609 3B",1419181,265,"Natural Gas Fired Combined Cycle","NG","OP",4,2013,NA,NA,61.134703196347
"200","Florida Power & Light Co","Cape Canaveral","FL","Brevard",6452,609,"3C","6452 609 3C",1640003,265,"Natural Gas Fired Combined Cycle","NG","OP",4,2013,NA,NA,70.6471525803395
"201","Florida Power & Light Co","Cape Canaveral","FL","Brevard",6452,609,"3ST","6452 609 3ST",2254636,500,"Natural Gas Fired Combined Cycle","NG","OP",4,2013,NA,NA,51.4757077625571
"202","Florida Power & Light Co","Fort Myers","FL","Lee",6452,612,"2A","6452 612 2A",984741,188.2,"Natural Gas Fired Combined Cycle","NG","OP",12,2000,NA,NA,59.7307949863887
"203","Florida Power & Light Co","Fort Myers","FL","Lee",6452,612,"2B","6452 612 2B",860928,188.2,"Natural Gas Fired Combined Cycle","NG","OP",12,2000,NA,NA,52.2207502947899
"204","Florida Power & Light Co","Fort Myers","FL","Lee",6452,612,"2C","6452 612 2C",1038501,188.2,"Natural Gas Fired Combined Cycle","NG","OP",12,2000,NA,NA,62.9916803750018
"205","Florida Power & Light Co","Fort Myers","FL","Lee",6452,612,"2D","6452 612 2D",959432,188.2,"Natural Gas Fired Combined Cycle","NG","OP",4,2001,NA,NA,58.1956434183007
"206","Florida Power & Light Co","Fort Myers","FL","Lee",6452,612,"2E","6452 612 2E",908389,188.2,"Natural Gas Fired Combined Cycle","NG","OP",5,2001,NA,NA,55.0995613332751
"207","Florida Power & Light Co","Fort Myers","FL","Lee",6452,612,"2F","6452 612 2F",1090804,188.2,"Natural Gas Fired Combined Cycle","NG","OP",5,2001,NA,NA,66.1641894613231
"208","Florida Power & Light Co","Fort Myers","FL","Lee",6452,612,"ST1","6452 612 ST1",386994,156.2,"Natural Gas Fired Combined Cycle","NG","OP",11,1958,NA,NA,28.2825846736709
"209","Florida Power & Light Co","Fort Myers","FL","Lee",6452,612,"ST2","6452 612 ST2",2837470,436.1,"Natural Gas Fired Combined Cycle","NG","OP",7,1969,NA,NA,74.2747306710894
"210","Florida Power & Light Co","Lauderdale","FL",NA,6452,613,"ST4","6452 613 ST4",591413,NA,NA,NA,NA,NA,NA,NA,NA,NA
"211","Florida Power & Light Co","Lauderdale","FL",NA,6452,613,"ST5","6452 613 ST5",190879,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212","Florida Power & Light Co","Lauderdale","FL",NA,6452,613,"4GT1","6452 613 4GT1",650875,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213","Florida Power & Light Co","Lauderdale","FL",NA,6452,613,"4GT2","6452 613 4GT2",680312,NA,NA,NA,NA,NA,NA,NA,NA,NA
"214","Florida Power & Light Co","Lauderdale","FL",NA,6452,613,"5GT1","6452 613 5GT1",418291,NA,NA,NA,NA,NA,NA,NA,NA,NA
"215","Florida Power & Light Co","Lauderdale","FL",NA,6452,613,"5GT2","6452 613 5GT2",94011,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216","Florida Power & Light Co","Port Everglades","FL","Broward",6452,617,"5A","6452 617 5A",1652006,296,"Natural Gas Fired Combined Cycle","NG","OP",4,2016,NA,NA,63.7112026409972
"217","Florida Power & Light Co","Port Everglades","FL","Broward",6452,617,"5B","6452 617 5B",1395955,296,"Natural Gas Fired Combined Cycle","NG","OP",4,2016,NA,NA,53.8363491916574
"218","Florida Power & Light Co","Port Everglades","FL","Broward",6452,617,"5C","6452 617 5C",1468679,296,"Natural Gas Fired Combined Cycle","NG","OP",4,2016,NA,NA,56.641020301123
"219","Florida Power & Light Co","Port Everglades","FL","Broward",6452,617,"5ST","6452 617 5ST",2391477,464,"Natural Gas Fired Combined Cycle","NG","OP",4,2016,NA,NA,58.8361330892773
"220","Florida Power & Light Co","Riviera","FL","Palm Beach",6452,619,"5A","6452 619 5A",1811078,265,"Natural Gas Fired Combined Cycle","NG","OP",4,2014,NA,NA,78.0166278969587
"221","Florida Power & Light Co","Riviera","FL","Palm Beach",6452,619,"5B","6452 619 5B",1414451,265,"Natural Gas Fired Combined Cycle","NG","OP",4,2014,NA,NA,60.9309468424227
"222","Florida Power & Light Co","Riviera","FL","Palm Beach",6452,619,"5C","6452 619 5C",1113111,265,"Natural Gas Fired Combined Cycle","NG","OP",4,2014,NA,NA,47.949987076764
"223","Florida Power & Light Co","Riviera","FL","Palm Beach",6452,619,"5ST","6452 619 5ST",2381959,500,"Natural Gas Fired Combined Cycle","NG","OP",4,2014,NA,NA,54.3826255707763
"224","Florida Power & Light Co","Sanford","FL","Volusia",6452,620,"4","6452 620 4",1673917,436.1,"Natural Gas Fired Combined Cycle","NG","OP",7,1969,NA,NA,43.8171097282995
"225","Florida Power & Light Co","Sanford","FL","Volusia",6452,620,"5","6452 620 5",1730057,436.1,"Natural Gas Fired Combined Cycle","NG","OP",5,1974,NA,NA,45.2866524476498
"226","Florida Power & Light Co","Sanford","FL","Volusia",6452,620,"4A","6452 620 4A",752251,188.2,"Natural Gas Fired Combined Cycle","NG","OP",12,2002,NA,NA,45.6288001203422
"227","Florida Power & Light Co","Sanford","FL","Volusia",6452,620,"4B","6452 620 4B",730499,188.2,"Natural Gas Fired Combined Cycle","NG","OP",12,2002,NA,NA,44.3094031900388
"228","Florida Power & Light Co","Sanford","FL","Volusia",6452,620,"4C","6452 620 4C",862352,188.2,"Natural Gas Fired Combined Cycle","NG","OP",12,2002,NA,NA,52.307124937524
"229","Florida Power & Light Co","Sanford","FL","Volusia",6452,620,"4D","6452 620 4D",927284,188.2,"Natural Gas Fired Combined Cycle","NG","OP",1,2003,NA,NA,56.2456630709582
"230","Florida Power & Light Co","Sanford","FL","Volusia",6452,620,"5A","6452 620 5A",786050,188.2,"Natural Gas Fired Combined Cycle","NG","OP",5,2002,NA,NA,47.6789241019221
"231","Florida Power & Light Co","Sanford","FL","Volusia",6452,620,"5B","6452 620 5B",788558,188.2,"Natural Gas Fired Combined Cycle","NG","OP",5,2002,NA,NA,47.8310502283105
"232","Florida Power & Light Co","Sanford","FL","Volusia",6452,620,"5C","6452 620 5C",814628,188.2,"Natural Gas Fired Combined Cycle","NG","OP",5,2002,NA,NA,49.412361278927
"233","Florida Power & Light Co","Sanford","FL","Volusia",6452,620,"5D","6452 620 5D",902666,188.2,"Natural Gas Fired Combined Cycle","NG","OP",5,2002,NA,NA,54.7524250408824
"234","Florida Power & Light Co","Turkey Point","FL","Miami Dade",6452,621,"5CA","6452 621 5CA",2142699,472,"Natural Gas Fired Combined Cycle","NG","OP",5,2007,NA,NA,51.8221064546088
"235","Florida Power & Light Co","Turkey Point","FL",NA,6452,621,"ST1","6452 621 ST1",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"236","Florida Power & Light Co","Turkey Point","FL",NA,6452,621,"ST2","6452 621 ST2",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237","Florida Power & Light Co","Turkey Point","FL","Miami Dade",6452,621,"5CTA","6452 621 5CTA",976753,188,"Natural Gas Fired Combined Cycle","NG","OP",5,2007,NA,NA,59.3093000097153
"238","Florida Power & Light Co","Turkey Point","FL","Miami Dade",6452,621,"5CTB","6452 621 5CTB",886099,188,"Natural Gas Fired Combined Cycle","NG","OP",5,2007,NA,NA,53.8047095113184
"239","Florida Power & Light Co","Turkey Point","FL","Miami Dade",6452,621,"5CTC","6452 621 5CTC",989010,188,"Natural Gas Fired Combined Cycle","NG","OP",5,2007,NA,NA,60.0535558146313
"240","Florida Power & Light Co","Turkey Point","FL","Miami Dade",6452,621,"5CTD","6452 621 5CTD",1068101,188,"Natural Gas Fired Combined Cycle","NG","OP",5,2007,NA,NA,64.8560307976295
"241","Duke Energy Florida, LLC","Crystal River","FL",NA,6455,628,"1","6455 628 1",99401,NA,NA,NA,NA,NA,NA,NA,NA,NA
"242","Duke Energy Florida, LLC","Crystal River","FL",NA,6455,628,"2","6455 628 2",717074,NA,NA,NA,NA,NA,NA,NA,NA,NA
"243","Duke Energy Florida, LLC","Crystal River","FL","Citrus",6455,628,"5","6455 628 5",4226269,739.2,"Conventional Steam Coal","BIT","OP",10,1984,NA,NA,65.2666124305679
"244","Duke Energy Florida, LLC","Crystal River","FL","Citrus",6455,628,"ST4","6455 628 ST4",3408455,739.2,"Conventional Steam Coal","BIT","OP",12,1982,NA,NA,52.6370449850758
"245","Duke Energy Florida, LLC","Crystal River","FL","Citrus",6455,628,"1GTA","6455 628 1GTA",306889,310.3,"Natural Gas Fired Combined Cycle","NG","OP",10,2018,NA,NA,11.2900389518466
"246","Duke Energy Florida, LLC","Crystal River","FL","Citrus",6455,628,"1GTB","6455 628 1GTB",251709,310.3,"Natural Gas Fired Combined Cycle","NG","OP",10,2018,NA,NA,9.26003999664487
"247","Duke Energy Florida, LLC","Crystal River","FL","Citrus",6455,628,"2GTA","6455 628 2GTA",187244,310.3,"Natural Gas Fired Combined Cycle","NG","OP",11,2018,NA,NA,6.88845821616141
"248","Duke Energy Florida, LLC","Crystal River","FL","Citrus",6455,628,"2GTB","6455 628 2GTB",169112,310.3,"Natural Gas Fired Combined Cycle","NG","OP",11,2018,NA,NA,6.22140600420568
"249","Duke Energy Florida, LLC","Crystal River","FL","Citrus",6455,628,"CC1ST","6455 628 CC1ST",292416,364.7,"Natural Gas Fired Combined Cycle","NG","OP",10,2018,NA,NA,9.15295363800609
"250","Duke Energy Florida, LLC","Crystal River","FL","Citrus",6455,628,"CC2ST","6455 628 CC2ST",162953,364.7,"Natural Gas Fired Combined Cycle","NG","OP",11,2018,NA,NA,5.10061437874127
"251","Duke Energy Florida, LLC","P L Bartow","FL","Pinellas",6455,634,"4ST","6455 634 4ST",2292575,421.2,"Natural Gas Fired Combined Cycle","NG","OP",6,2009,NA,NA,62.1342532967343
"252","Duke Energy Florida, LLC","P L Bartow","FL","Pinellas",6455,634,"4AGT","6455 634 4AGT",1319435,208.2,"Natural Gas Fired Combined Cycle","NG","OP",6,2009,NA,NA,72.3441084485852
"253","Duke Energy Florida, LLC","P L Bartow","FL","Pinellas",6455,634,"4BGT","6455 634 4BGT",1115441,208.2,"Natural Gas Fired Combined Cycle","NG","OP",6,2009,NA,NA,61.159196680396
"254","Duke Energy Florida, LLC","P L Bartow","FL","Pinellas",6455,634,"4CGT","6455 634 4CGT",1018108,208.2,"Natural Gas Fired Combined Cycle","NG","OP",6,2009,NA,NA,55.8224661043342
"255","Duke Energy Florida, LLC","P L Bartow","FL","Pinellas",6455,634,"4DGT","6455 634 4DGT",1297688,208.2,"Natural Gas Fired Combined Cycle","NG","OP",6,2009,NA,NA,71.1517288873098
"256","Gulf Power Co","Crist","FL","Escambia",7801,641,"4","7801 641 4",87693,93.7,"Conventional Steam Coal","BIT","OP",7,1959,NA,NA,10.6836888349586
"257","Gulf Power Co","Crist","FL","Escambia",7801,641,"5","7801 641 5",90509,93.7,"Conventional Steam Coal","BIT","OP",6,1961,NA,NA,11.0267637412708
"258","Gulf Power Co","Crist","FL","Escambia",7801,641,"6","7801 641 6",1201414,369.7,"Conventional Steam Coal","BIT","OP",5,1970,NA,NA,37.0970291844677
"259","Gulf Power Co","Crist","FL","Escambia",7801,641,"7","7801 641 7",1877909,578,"Conventional Steam Coal","BIT","OP",8,1973,NA,NA,37.0887843453256
"260","Gulf Power Co","Lansing Smith","FL","Bay",7801,643,"3A","7801 643 3A",1278095,203.2,"Natural Gas Fired Combined Cycle","NG","OP",4,2002,NA,NA,71.8017990687808
"261","Gulf Power Co","Lansing Smith","FL","Bay",7801,643,"3B","7801 643 3B",1270044,203.2,"Natural Gas Fired Combined Cycle","NG","OP",4,2002,NA,NA,71.3495038291447
"262","Gulf Power Co","Lansing Smith","FL","Bay",7801,643,"3S","7801 643 3S",1483289,213.3,"Natural Gas Fired Combined Cycle","NG","OP",4,2002,NA,NA,79.3836044587446
"263","Tampa Electric Co","Big Bend","FL","Hillsborough",18454,645,"ST1","18454 645 ST1",487018,445.5,"Conventional Steam Coal","BIT","OP",10,1970,NA,NA,12.4793854322013
"264","Tampa Electric Co","Big Bend","FL","Hillsborough",18454,645,"ST2","18454 645 ST2",598775,445.5,"Conventional Steam Coal","BIT","OP",4,1973,6,2021,15.3430551071343
"265","Tampa Electric Co","Big Bend","FL","Hillsborough",18454,645,"ST3","18454 645 ST3",1552716,445.5,"Conventional Steam Coal","BIT","OP",5,1976,NA,NA,39.7869101978691
